loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
269,HATS-46,b,HATS-46 b,Transit,1,0,0,0,5495,69,-69,0,HATSouth
270,HATS-5,b,HATS-5 b,Transit,1,0,0,0,5304,50,-50,0,HATSouth
271,HATS-50,b,HATS-50 b,Transit,1,0,0,0,5990,110,-110,0,HATSouth
272,HATS-51,b,HATS-51 b,Transit,1,0,0,0,5758,58,-58,0,HATSouth
273,HATS-52,b,HATS-52 b,Transit,1,0,0,0,6010,150,-150,0,HATSouth
274,HATS-53,b,HATS-53 b,Transit,1,0,0,0,5644,94,-94,0,HATSouth
275,HATS-59,b,HATS-59 b,Transit,2,0,0,0,5670,91,-91,0,HATSouth
276,HATS-59,c,HATS-59 c,Radial Velocity,2,0,0,0,5670,91,-91,0,HATSouth
277,HATS-6,b,HATS-6 b,Transit,1,0,0,0,3724,18,-18,0,HATSouth
278,HATS-7,b,HATS-7 b,Transit,1,0,0,0,4985,50,-50,0,HATSouth
279,HATS-8,b,HATS-8 b,Transit,1,0,0,0,5679,50,-50,0,HATSouth
280,HATS-9,b,HATS-9 b,Transit,1,0,1,0,5599,85,-85,0,HATSouth
281,HD 100546,b,HD 100546 b,Imaging,1,0,0,0,10500,,,0,Paranal Observatory
282,HD 100655,b,HD 100655 b,Radial Velocity,1,0,0,0,4891,46,-46,0,Bohyunsan Optical Astronomical Observatory
283,HD 100777,b,HD 100777 b,Radial Velocity,1,0,0,0,5533,3,-3,0,La Silla Observatory
284,HD 10180,c,HD 10180 c,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
285,HD 10180,d,HD 10180 d,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
286,HD 10180,e,HD 10180 e,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
287,HD 10180,f,HD 10180 f,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
288,HD 10180,g,HD 10180 g,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
289,HD 10180,h,HD 10180 h,Radial Velocity,6,0,0,0,5911,19,-19,0,La Silla Observatory
290,HD 101930,b,HD 101930 b,Radial Velocity,1,0,0,0,5108,27,-27,0,La Silla Observatory
291,HD 102117,b,HD 102117 b,Radial Velocity,1,0,0,1,5655,16,-16,0,La Silla Observatory
292,HD 102195,b,HD 102195 b,Radial Velocity,1,0,0,0,5301,6,-6,0,Kitt Peak National Observatory
293,HD 102272,b,HD 102272 b,Radial Velocity,1,0,0,0,4790,40,-40,0,McDonald Observatory
294,HD 102329,b,HD 102329 b,Radial Velocity,2,0,0,0,4745,71,-71,0,W. M. Keck Observatory
295,HD 102329,c,HD 102329 c,Radial Velocity,2,0,0,0,4745,71,-71,0,W. M. Keck Observatory
296,HD 102365,b,HD 102365 b,Radial Velocity,1,0,0,0,5630,,,0,Anglo-Australian Telescope
297,HD 102956,b,HD 102956 b,Radial Velocity,1,0,0,0,4985,,,0,W. M. Keck Observatory
298,HD 103197,b,HD 103197 b,Radial Velocity,1,0,0,0,5250,84,-84,0,La Silla Observatory
299,HD 103720,b,HD 103720 b,Radial Velocity,1,0,0,0,5017,88,-88,0,La Silla Observatory
300,HD 103774,b,HD 103774 b,Radial Velocity,1,0,0,0,6489,77,-77,0,La Silla Observatory
301,HD 104067,b,HD 104067 b,Radial Velocity,1,0,0,0,4937,25,-25,0,La Silla Observatory
302,HD 10442,b,HD 10442 b,Radial Velocity,1,0,0,0,4912,,,0,W. M. Keck Observatory
303,HD 104985,b,HD 104985 b,Radial Velocity,1,0,0,0,4877,,,0,Okayama Astrophysical Observatory
304,HD 106252,b,HD 106252 b,Radial Velocity,1,0,0,0,5874,10,-10,0,Lick Observatory
305,HD 106270,b,HD 106270 b,Radial Velocity,1,0,0,0,5509,,,0,W. M. Keck Observatory
306,HD 106315,b,HD 106315 b,Transit,2,0,1,1,6277,52,-51,0,K2
307,HD 106315,c,HD 106315 c,Transit,2,0,1,0,6277,52,-51,0,K2
308,HD 10647,b,HD 10647 b,Radial Velocity,1,0,0,0,6218,20,-20,0,W. M. Keck Observatory
309,HD 106515 A,b,HD 106515 A b,Radial Velocity,1,0,0,0,5362,29,-29,0,La Silla Observatory
310,HD 106906,b,HD 106906 b,Imaging,1,0,0,1,6516,165,-165,0,Las Campanas Observatory
311,HD 10697,b,HD 10697 b,Radial Velocity,1,0,0,0,5600,,,0,W. M. Keck Observatory
312,HD 107148,b,HD 107148 b,Radial Velocity,1,0,0,0,5797,,,0,W. M. Keck Observatory
313,HD 108147,b,HD 108147 b,Radial Velocity,1,0,0,0,6265,40,-40,0,La Silla Observatory
314,HD 108341,b,HD 108341 b,Radial Velocity,1,0,0,0,5122,79,-79,0,La Silla Observatory
315,HD 108863,b,HD 108863 b,Radial Velocity,1,0,0,0,4878,,,0,W. M. Keck Observatory
316,HD 108874,b,HD 108874 b,Radial Velocity,2,0,0,0,5600,37,-37,0,W. M. Keck Observatory
317,HD 108874,c,HD 108874 c,Radial Velocity,2,0,0,0,5600,37,-37,0,W. M. Keck Observatory
318,HD 109246,b,HD 109246 b,Radial Velocity,1,0,0,0,5844,21,-21,0,Haute-Provence Observatory
319,HD 109271,b,HD 109271 b,Radial Velocity,2,0,0,0,5783,62,-62,0,La Silla Observatory
320,HD 109271,c,HD 109271 c,Radial Velocity,2,0,0,0,5783,62,-62,0,La Silla Observatory
321,HD 109749,b,HD 109749 b,Radial Velocity,1,0,0,0,5824,,,0,W. M. Keck Observatory
322,HD 110014,b,HD 110014 b,Radial Velocity,1,0,0,0,4445,70,-70,0,La Silla Observatory
323,HD 111232,b,HD 111232 b,Radial Velocity,1,0,0,0,5512,24,-24,0,La Silla Observatory
324,HD 111591,b,HD 111591 b,Radial Velocity,1,0,0,0,4884,30,-30,0,Multiple Observatories
325,HD 111998,b,HD 111998 b,Radial Velocity,1,0,0,0,6557,96,-96,0,La Silla Observatory
326,HD 113337,b,HD 113337 b,Radial Velocity,1,0,0,0,6576.6,153.2,-149.7,0,Haute-Provence Observatory
327,HD 113538,b,HD 113538 b,Radial Velocity,2,0,0,0,4462,145,-145,0,La Silla Observatory
328,HD 113538,c,HD 113538 c,Radial Velocity,2,0,0,0,4462,145,-145,0,La Silla Observatory
329,HD 113996,b,HD 113996 b,Radial Velocity,1,0,0,0,4181,40,-40,0,Bohyunsan Optical Astronomical Observatory
330,HD 114386,b,HD 114386 b,Radial Velocity,1,0,0,0,4836,18,-18,0,La Silla Observatory
331,HD 114613,b,HD 114613 b,Radial Velocity,1,0,0,0,5641,,,0,Anglo-Australian Telescope
332,HD 114729,b,HD 114729 b,Radial Velocity,1,0,0,0,5835,14,-14,0,W. M. Keck Observatory
333,HD 114762,b,HD 114762 b,Radial Velocity,1,0,0,0,5869,13,-13,0,Oak Ridge Observatory
334,HD 114783,b,HD 114783 b,Radial Velocity,2,0,0,0,5135,44,-44,0,W. M. Keck Observatory
335,HD 114783,c,HD 114783 c,Radial Velocity,2,0,0,0,5135,44,-44,0,W. M. Keck Observatory
336,HD 11506,b,HD 11506 b,Radial Velocity,2,0,0,0,6030,,,0,W. M. Keck Observatory
337,HD 11506,c,HD 11506 c,Radial Velocity,2,0,0,0,6030,,,0,W. M. Keck Observatory
338,HD 116029,b,HD 116029 b,Radial Velocity,2,0,0,0,4819,54,-54,0,W. M. Keck Observatory
339,HD 116029,c,HD 116029 c,Radial Velocity,2,0,0,0,4819,54,-54,0,W. M. Keck Observatory
340,HD 117207,b,HD 117207 b,Radial Velocity,1,0,0,0,5662,11,-11,0,W. M. Keck Observatory
341,HD 11755,b,HD 11755 b,Radial Velocity,1,0,0,0,4312,5,-5,0,Bohyunsan Optical Astronomical Observatory
342,HD 117618,b,HD 117618 b,Radial Velocity,1,0,0,1,5977,15,-15,0,Anglo-Australian Telescope
343,HD 118203,b,HD 118203 b,Radial Velocity,1,0,0,0,5864,25,-25,0,Haute-Provence Observatory
344,HD 11964,b,HD 11964 b,Radial Velocity,2,0,0,0,5349,44,-44,0,W. M. Keck Observatory
345,HD 11964,c,HD 11964 c,Radial Velocity,2,0,0,0,5349,44,-44,0,W. M. Keck Observatory
346,HD 11977,b,HD 11977 b,Radial Velocity,1,0,0,0,4970,70,-70,0,La Silla Observatory
347,HD 120084,b,HD 120084 b,Radial Velocity,1,0,0,0,4892,22,-22,0,Okayama Astrophysical Observatory
348,HD 121504,b,HD 121504 b,Radial Velocity,1,0,0,0,6027,24,-24,0,La Silla Observatory
349,HD 12484,b,HD 12484 b,Radial Velocity,1,0,0,0,5920,30,-30,0,Haute-Provence Observatory
350,HD 125595,b,HD 125595 b,Radial Velocity,1,0,0,0,4691,166,-166,0,La Silla Observatory
351,HD 125612,b,HD 125612 b,Radial Velocity,3,0,0,0,5841,,,0,W. M. Keck Observatory
352,HD 125612,c,HD 125612 c,Radial Velocity,3,0,0,0,5841,,,0,La Silla Observatory
353,HD 125612,d,HD 125612 d,Radial Velocity,3,0,0,0,5841,,,0,La Silla Observatory
354,HD 12648,b,HD 12648 b,Radial Velocity,1,0,0,0,4835,7,-7,0,Bohyunsan Optical Astronomical Observatory
355,HD 12661,b,HD 12661 b,Radial Velocity,2,0,0,0,5645,31,-31,0,Multiple Observatories
356,HD 12661,c,HD 12661 c,Radial Velocity,2,0,0,0,5645,31,-31,0,Multiple Observatories
357,HD 126614,b,HD 126614 b,Radial Velocity,1,0,0,0,5568,23,-23,0,W. M. Keck Observatory
358,HD 128311,b,HD 128311 b,Radial Velocity,2,0,0,1,,,,,W. M. Keck Observatory
359,HD 128311,c,HD 128311 c,Radial Velocity,2,0,0,1,,,,,W. M. Keck Observatory
360,HD 128356,b,HD 128356 b,Radial Velocity,1,0,0,0,4875,100,-100,0,Multiple Observatories
361,HD 129445,b,HD 129445 b,Radial Velocity,1,0,0,0,,,,,Las Campanas Observatory
362,HD 130322,b,HD 130322 b,Radial Velocity,1,0,0,0,5387,44,-44,0,La Silla Observatory
363,HD 131496,b,HD 131496 b,Radial Velocity,1,0,0,0,4846,,,0,W. M. Keck Observatory
364,HD 131664,b,HD 131664 b,Radial Velocity,1,0,0,0,5892,40,-40,0,La Silla Observatory
365,HD 13167,b,HD 13167 b,Radial Velocity,1,0,0,0,5671,,,0,W. M. Keck Observatory
366,HD 13189,b,HD 13189 b,Radial Velocity,1,0,0,0,4175,33,-33,0,Thueringer Landessternwarte Tautenburg
367,HD 132406,b,HD 132406 b,Radial Velocity,1,0,0,0,5783,38,-38,0,Haute-Provence Observatory
368,HD 132563,b,HD 132563 b,Radial Velocity,1,0,0,0,6073,51,-51,0,Roque de los Muchachos Observatory
369,HD 133131 A,b,HD 133131 A b,Radial Velocity,2,0,0,1,5799,19,-19,0,Las Campanas Observatory
370,HD 133131 A,c,HD 133131 A c,Radial Velocity,2,0,0,1,5799,19,-19,0,Las Campanas Observatory
371,HD 133131 B,b,HD 133131 B b,Radial Velocity,1,0,0,1,5805,15,-15,0,Las Campanas Observatory
372,HD 134987,b,HD 134987 b,Radial Velocity,2,0,0,0,5736,17,-17,0,W. M. Keck Observatory
373,HD 134987,c,HD 134987 c,Radial Velocity,2,0,0,0,5736,17,-17,0,Multiple Observatories
374,HD 136418,b,HD 136418 b,Radial Velocity,1,0,0,0,4989,10,-10,0,W. M. Keck Observatory
375,HD 137388 A,b,HD 137388 A b,Radial Velocity,1,0,0,0,5181,29,-29,0,La Silla Observatory
376,HD 13908,b,HD 13908 b,Radial Velocity,2,0,0,0,6255,66,-66,0,Haute-Provence Observatory
377,HD 13908,c,HD 13908 c,Radial Velocity,2,0,0,0,6255,66,-66,0,Haute-Provence Observatory
378,HD 13931,b,HD 13931 b,Radial Velocity,1,0,0,0,5867,25,-25,0,W. M. Keck Observatory
379,HD 139357,b,HD 139357 b,Radial Velocity,1,0,0,0,4700,70,-70,0,Thueringer Landessternwarte Tautenburg
380,HD 14067,b,HD 14067 b,Radial Velocity,1,0,0,0,4815,100,-100,0,Okayama Astrophysical Observatory
381,HD 141399,b,HD 141399 b,Radial Velocity,4,0,0,0,5600,40,-40,0,Multiple Observatories
382,HD 141399,c,HD 141399 c,Radial Velocity,4,0,0,0,5600,40,-40,0,Multiple Observatories
383,HD 141399,d,HD 141399 d,Radial Velocity,4,0,0,0,5600,40,-40,0,Multiple Observatories
384,HD 141399,e,HD 141399 e,Radial Velocity,4,0,0,0,5600,40,-40,0,Multiple Observatories
385,HD 141937,b,HD 141937 b,Radial Velocity,1,0,0,0,5870,9,-9,0,La Silla Observatory
386,HD 142,b,HD 142 b,Radial Velocity,2,0,0,0,6245,48,-48,0,Anglo-Australian Telescope
387,HD 142,c,HD 142 c,Radial Velocity,2,0,0,0,6245,48,-48,0,Anglo-Australian Telescope
388,HD 142022 A,b,HD 142022 A b,Radial Velocity,1,0,0,0,5421,77,-77,0,La Silla Observatory
389,HD 142245,b,HD 142245 b,Radial Velocity,1,0,0,0,4922,13,-13,0,W. M. Keck Observatory
390,HD 142415,b,HD 142415 b,Radial Velocity,1,0,0,0,5940,28,-28,0,La Silla Observatory
391,HD 143105,b,HD 143105 b,Radial Velocity,1,0,0,0,6380,60,-60,0,Haute-Provence Observatory
392,HD 143361,b,HD 143361 b,Radial Velocity,1,0,0,0,5505,100,-100,0,Las Campanas Observatory
393,HD 145377,b,HD 145377 b,Radial Velocity,1,0,0,0,6014,20,-20,0,La Silla Observatory
394,HD 145457,b,HD 145457 b,Radial Velocity,1,0,0,0,4769,27,-27,0,Subaru Telescope
395,HD 145934,b,HD 145934 b,Radial Velocity,1,0,0,0,,,,,W. M. Keck Observatory
396,HD 1461,b,HD 1461 b,Radial Velocity,2,0,0,1,5765,18,-18,0,W. M. Keck Observatory
397,HD 1461,c,HD 1461 c,Radial Velocity,2,0,0,0,5765,18,-18,0,La Silla Observatory
398,HD 147018,b,HD 147018 b,Radial Velocity,2,0,0,0,5441,55,-55,0,La Silla Observatory
399,HD 147018,c,HD 147018 c,Radial Velocity,2,0,0,0,5441,55,-55,0,La Silla Observatory
400,HD 147379,b,HD 147379 b,Radial Velocity,1,0,0,0,4156,73,-73,0,Calar Alto Observatory
401,HD 147513,b,HD 147513 b,Radial Velocity,1,0,0,0,5883,,,0,La Silla Observatory
402,HD 14787,b,HD 14787 b,Radial Velocity,1,0,0,0,4946,,,0,W. M. Keck Observatory
403,HD 147873,b,HD 147873 b,Radial Velocity,2,0,0,0,5972,100,-100,0,Multiple Observatories
404,HD 147873,c,HD 147873 c,Radial Velocity,2,0,0,0,5972,100,-100,0,Multiple Observatories
405,HD 148156,b,HD 148156 b,Radial Velocity,1,0,0,0,6308,28,-28,0,La Silla Observatory
406,HD 148164,b,HD 148164 b,Radial Velocity,2,0,0,0,6032,,,0,W. M. Keck Observatory
407,HD 148164,c,HD 148164 c,Radial Velocity,2,0,0,0,6032,,,0,W. M. Keck Observatory
408,HD 148284,b,HD 148284 b,Radial Velocity,1,0,0,0,5572,,,0,W. M. Keck Observatory
409,HD 148427,b,HD 148427 b,Radial Velocity,1,0,0,0,5025,4,-4,0,Lick Observatory
410,HD 149026,b,HD 149026 b,Radial Velocity,1,0,0,0,6179,15,-15,0,Subaru Telescope
411,HD 149143,b,HD 149143 b,Radial Velocity,1,0,0,1,5856,,,0,Haute-Provence Observatory
412,HD 1502,b,HD 1502 b,Radial Velocity,1,0,0,0,4947,,,0,W. M. Keck Observatory
413,HD 150706,b,HD 150706 b,Radial Velocity,1,0,0,0,5961,27,-27,0,Haute-Provence Observatory
414,HD 152079,b,HD 152079 b,Radial Velocity,1,0,0,0,5726,100,-100,0,Las Campanas Observatory
415,HD 152581,b,HD 152581 b,Radial Velocity,1,0,0,0,5027,,,0,W. M. Keck Observatory
416,HD 153950,b,HD 153950 b,Radial Velocity,1,0,0,0,6124,81,-81,0,La Silla Observatory
417,HD 154345,b,HD 154345 b,Radial Velocity,1,0,0,0,5468,14,-14,0,W. M. Keck Observatory
418,HD 154672,b,HD 154672 b,Radial Velocity,1,0,0,0,5743,23,-23,0,Las Campanas Observatory
419,HD 154857,b,HD 154857 b,Radial Velocity,2,0,0,0,5589,18,-18,0,Anglo-Australian Telescope
420,HD 154857,c,HD 154857 c,Radial Velocity,2,0,0,0,5589,18,-18,0,Anglo-Australian Telescope
421,HD 155233,b,HD 155233 b,Radial Velocity,1,0,0,0,4960,100,-100,0,Anglo-Australian Telescope
422,HD 155358,b,HD 155358 b,Radial Velocity,2,0,0,0,5905,13,-13,0,McDonald Observatory
423,HD 155358,c,HD 155358 c,Radial Velocity,2,0,0,0,5905,13,-13,0,McDonald Observatory
424,HD 156279,b,HD 156279 b,Radial Velocity,2,0,0,0,5453,40,-40,0,Haute-Provence Observatory
425,HD 156279,c,HD 156279 c,Radial Velocity,2,0,0,0,5453,40,-40,0,W. M. Keck Observatory
426,HD 156411,b,HD 156411 b,Radial Velocity,1,0,0,0,5900,15,-15,0,La Silla Observatory
427,HD 156668,b,HD 156668 b,Radial Velocity,1,0,0,1,4850,88,-88,0,W. M. Keck Observatory
428,HD 156846,b,HD 156846 b,Radial Velocity,1,0,0,0,6090,31,-31,0,La Silla Observatory
429,HD 158038,b,HD 158038 b,Radial Velocity,1,0,0,0,4860,38,-38,0,W. M. Keck Observatory
430,HD 158996,b,HD 158996 b,Radial Velocity,1,0,0,0,4069,30,-30,0,Bohyunsan Optical Astronomical Observatory
431,HD 159243,b,HD 159243 b,Radial Velocity,2,0,0,0,6123,65,-65,0,Haute-Provence Observatory
432,HD 159243,c,HD 159243 c,Radial Velocity,2,0,0,0,6123,65,-65,0,Haute-Provence Observatory
433,HD 159868,b,HD 159868 b,Radial Velocity,2,0,0,0,5534,,,0,Anglo-Australian Telescope
434,HD 159868,c,HD 159868 c,Radial Velocity,2,0,0,0,5534,,,0,Anglo-Australian Telescope
435,HD 1605,b,HD 1605 b,Radial Velocity,2,0,0,0,4915,,,0,Multiple Observatories
436,HD 1605,c,HD 1605 c,Radial Velocity,2,0,0,0,4915,,,0,Multiple Observatories
437,HD 160691,b,HD 160691 b,Radial Velocity,4,0,0,0,5807,30,-30,0,Anglo-Australian Telescope
438,HD 160691,c,HD 160691 c,Radial Velocity,4,0,0,0,5807,30,-30,0,Anglo-Australian Telescope
439,HD 160691,d,HD 160691 d,Radial Velocity,4,0,0,0,5807,30,-30,0,La Silla Observatory
440,HD 160691,e,HD 160691 e,Radial Velocity,4,0,0,0,5807,30,-30,0,La Silla Observatory
441,HD 16141,b,HD 16141 b,Radial Velocity,1,0,0,0,5757,9,-9,0,W. M. Keck Observatory
442,HD 16175,b,HD 16175 b,Radial Velocity,1,0,0,0,5981,17,-17,0,Lick Observatory
443,HD 162020,b,HD 162020 b,Radial Velocity,1,0,0,0,4723,71,-71,0,La Silla Observatory
444,HD 163607,b,HD 163607 b,Radial Velocity,2,0,0,0,5522,,,0,W. M. Keck Observatory
445,HD 163607,c,HD 163607 c,Radial Velocity,2,0,0,0,5522,,,0,W. M. Keck Observatory
446,HD 16417,b,HD 16417 b,Radial Velocity,1,0,0,1,,,,,Anglo-Australian Telescope
447,HD 164509,b,HD 164509 b,Radial Velocity,1,0,0,0,5859,,,0,W. M. Keck Observatory
448,HD 164595,b,HD 164595 b,Radial Velocity,1,0,0,0,5790,40,-40,0,Haute-Provence Observatory
449,HD 164604,b,HD 164604 b,Radial Velocity,1,0,0,0,,,,,Las Campanas Observatory
450,HD 164922,b,HD 164922 b,Radial Velocity,2,0,0,0,5372,12,-12,0,W. M. Keck Observatory
451,HD 164922,c,HD 164922 c,Radial Velocity,2,0,0,0,5372,12,-12,0,Multiple Observatories
452,HD 165155,b,HD 165155 b,Radial Velocity,1,0,0,0,5426,100,-100,0,Multiple Observatories
453,HD 1666,b,HD 1666 b,Radial Velocity,1,0,0,0,6317,44,-44,0,Multiple Observatories
454,HD 166724,b,HD 166724 b,Radial Velocity,1,0,0,0,5127,52,-52,0,La Silla Observatory
455,HD 167042,b,HD 167042 b,Radial Velocity,1,0,0,0,4943,12,-12,0,Lick Observatory
456,HD 168443,b,HD 168443 b,Radial Velocity,2,0,0,0,5491,44,-44,0,W. M. Keck Observatory
457,HD 168443,c,HD 168443 c,Radial Velocity,2,0,0,0,5491,44,-44,0,W. M. Keck Observatory
458,HD 168746,b,HD 168746 b,Radial Velocity,1,0,0,0,5570,12,-12,0,La Silla Observatory
459,HD 1690,b,HD 1690 b,Radial Velocity,1,0,0,0,4374,31,-31,0,La Silla Observatory
460,HD 169830,b,HD 169830 b,Radial Velocity,2,0,0,1,6299,,,0,La Silla Observatory
461,HD 169830,c,HD 169830 c,Radial Velocity,2,0,0,0,6299,,,0,La Silla Observatory
462,HD 170469,b,HD 170469 b,Radial Velocity,1,0,0,0,5842,28,-28,0,W. M. Keck Observatory
463,HD 17092,b,HD 17092 b,Radial Velocity,1,0,0,0,4326,148,-148,0,McDonald Observatory
464,HD 171028,b,HD 171028 b,Radial Velocity,1,0,0,0,5671,16,-16,0,La Silla Observatory
465,HD 171238,b,HD 171238 b,Radial Velocity,1,0,0,0,5440,,,0,La Silla Observatory
466,HD 17156,b,HD 17156 b,Radial Velocity,1,0,0,0,6040,24,-24,0,Subaru Telescope
467,HD 173416,b,HD 173416 b,Radial Velocity,1,0,0,0,4683,100,-100,0,Xinglong Station
468,HD 175167,b,HD 175167 b,Radial Velocity,1,0,0,0,5635,28,-28,0,Las Campanas Observatory
469,HD 175541,b,HD 175541 b,Radial Velocity,1,0,0,0,5013,,,0,W. M. Keck Observatory
470,HD 175607,b,HD 175607 b,Radial Velocity,1,0,0,0,5392,17,-17,0,La Silla Observatory
471,HD 17674,b,HD 17674 b,Radial Velocity,1,0,0,0,5904,22,-22,0,Haute-Provence Observatory
472,HD 176986,b,HD 176986 b,Radial Velocity,2,0,0,0,4931,77,-77,0,Multiple Observatories
473,HD 176986,c,HD 176986 c,Radial Velocity,2,0,0,0,4931,77,-77,0,Multiple Observatories
474,HD 177565,b,HD 177565 b,Radial Velocity,1,0,0,0,,,,,La Silla Observatory
475,HD 177830,b,HD 177830 b,Radial Velocity,2,0,0,0,4901,37,-37,0,W. M. Keck Observatory
476,HD 177830,c,HD 177830 c,Radial Velocity,2,0,0,0,4901,37,-37,0,W. M. Keck Observatory
477,HD 178911 B,b,HD 178911 B b,Radial Velocity,1,0,0,0,5588,115,-115,0,W. M. Keck Observatory
478,HD 179079,b,HD 179079 b,Radial Velocity,1,0,0,0,5646,,,0,W. M. Keck Observatory
479,HD 179949,b,HD 179949 b,Radial Velocity,1,0,0,1,6168,,,0,Anglo-Australian Telescope
480,HD 180053,b,HD 180053 b,Radial Velocity,1,0,0,0,5131,,,0,W. M. Keck Observatory
481,HD 18015,b,HD 18015 b,Radial Velocity,1,0,0,0,5603,,,0,W. M. Keck Observatory
482,HD 180314,b,HD 180314 b,Radial Velocity,1,0,0,0,4924,25,-25,0,Subaru Telescope
483,HD 180902,b,HD 180902 b,Radial Velocity,1,0,0,0,4961,,,0,W. M. Keck Observatory
484,HD 181342,b,HD 181342 b,Radial Velocity,1,0,0,0,4945,,,0,W. M. Keck Observatory
485,HD 181433,b,HD 181433 b,Radial Velocity,3,0,0,0,4918,15,-15,0,La Silla Observatory
486,HD 181433,c,HD 181433 c,Radial Velocity,3,0,0,0,4918,15,-15,0,La Silla Observatory
487,HD 181433,d,HD 181433 d,Radial Velocity,3,0,0,0,4918,15,-15,0,La Silla Observatory
488,HD 181720,b,HD 181720 b,Radial Velocity,1,0,0,0,5736,37,-37,0,La Silla Observatory
489,HD 183263,b,HD 183263 b,Radial Velocity,2,0,0,0,5948,27,-27,0,W. M. Keck Observatory
490,HD 183263,c,HD 183263 c,Radial Velocity,2,0,0,0,5948,27,-27,0,W. M. Keck Observatory
491,HD 185269,b,HD 185269 b,Radial Velocity,1,0,0,0,5923,,,0,Lick Observatory
492,HD 187085,b,HD 187085 b,Radial Velocity,1,0,0,0,6075,30,-30,0,Anglo-Australian Telescope
493,HD 187123,b,HD 187123 b,Radial Velocity,2,0,0,0,5830,40,-40,0,W. M. Keck Observatory
494,HD 187123,c,HD 187123 c,Radial Velocity,2,0,0,0,5830,40,-40,0,W. M. Keck Observatory
495,HD 18742,b,HD 18742 b,Radial Velocity,1,0,0,0,4940,,,0,W. M. Keck Observatory
496,HD 188015,b,HD 188015 b,Radial Velocity,1,0,0,0,5746,,,0,W. M. Keck Observatory
497,HD 189733,b,HD 189733 b,Radial Velocity,1,0,0,0,5052,16,-16,0,Haute-Provence Observatory
498,HD 190360,b,HD 190360 b,Radial Velocity,2,0,0,0,5552,11,-11,0,Haute-Provence Observatory
499,HD 190360,c,HD 190360 c,Radial Velocity,2,0,0,0,5552,11,-11,0,W. M. Keck Observatory
500,HD 190647,b,HD 190647 b,Radial Velocity,1,0,0,0,5640,8,-8,0,La Silla Observatory
501,HD 190984,b,HD 190984 b,Radial Velocity,1,0,0,0,5988,25,-25,0,La Silla Observatory
502,HD 191806,b,HD 191806 b,Radial Velocity,1,0,0,0,6010,30,-30,0,Haute-Provence Observatory
503,HD 192263,b,HD 192263 b,Radial Velocity,1,0,0,0,4976,18,-18,0,La Silla Observatory
504,HD 192310,b,HD 192310 b,Radial Velocity,2,0,0,0,5166,49,-49,0,La Silla Observatory
505,HD 192310,c,HD 192310 c,Radial Velocity,2,0,0,0,5166,49,-49,0,La Silla Observatory
506,HD 192699,b,HD 192699 b,Radial Velocity,1,0,0,0,5041,,,0,Lick Observatory
507,HD 195019,b,HD 195019 b,Radial Velocity,1,0,0,0,5751,21,-21,0,Lick Observatory
508,HD 196050,b,HD 196050 b,Radial Velocity,1,0,0,0,5879,28,-28,0,Anglo-Australian Telescope
509,HD 196067,b,HD 196067 b,Radial Velocity,1,0,0,0,6017,46,-46,0,La Silla Observatory
510,HD 196885,b,HD 196885 b,Radial Velocity,1,0,0,0,6254,44,-44,0,Haute-Provence Observatory
511,HD 197037,b,HD 197037 b,Radial Velocity,1,0,0,0,6150,100,-100,0,McDonald Observatory
512,HD 19994,b,HD 19994 b,Radial Velocity,1,0,0,0,6188,44,-44,0,La Silla Observatory
513,HD 200964,b,HD 200964 b,Radial Velocity,2,0,0,0,4982,,,0,Lick Observatory
514,HD 200964,c,HD 200964 c,Radial Velocity,2,0,0,0,4982,,,0,Lick Observatory
515,HD 202206,c,HD 202206 c,Radial Velocity,1,0,0,0,5760,12,-12,0,La Silla Observatory
516,HD 203030,b,HD 203030 b,Imaging,1,0,0,1,,,,,Palomar Observatory
517,HD 203473,b,HD 203473 b,Radial Velocity,1,0,0,0,5780,,,0,W. M. Keck Observatory
518,HD 2039,b,HD 2039 b,Radial Velocity,1,0,0,0,5945,36,-36,0,Anglo-Australian Telescope
519,HD 204313,b,HD 204313 b,Radial Velocity,2,0,0,0,5783,29,-29,0,La Silla Observatory
520,HD 204313,c,HD 204313 c,Radial Velocity,2,0,0,0,5783,29,-29,0,La Silla Observatory
521,HD 204941,b,HD 204941 b,Radial Velocity,1,0,0,0,5026,29,-29,0,La Silla Observatory
522,HD 205739,b,HD 205739 b,Radial Velocity,1,0,0,0,6176,30,-30,0,Las Campanas Observatory
523,HD 206610,b,HD 206610 b,Radial Velocity,1,0,0,0,4842,,,0,W. M. Keck Observatory
524,HD 20782,b,HD 20782 b,Radial Velocity,1,0,0,0,5790,15,-15,0,Anglo-Australian Telescope
525,HD 207832,b,HD 207832 b,Radial Velocity,2,0,0,0,5726,,,0,W. M. Keck Observatory
526,HD 207832,c,HD 207832 c,Radial Velocity,2,0,0,0,5726,,,0,W. M. Keck Observatory
527,HD 20794,b,HD 20794 b,Radial Velocity,4,0,0,0,5401,17,-17,0,La Silla Observatory
